;ano;kilos;dollar;pais_pt;cod_pais;continente;volume_consumido(litros)
1956;2022-01-01;1424;12299;Austrália;AUS;Oceania;540400000.0
1957;2022-01-01;6;212;Áustria;AUT;Europe;235000000.0
1958;2022-01-01;1215;5799;Bahamas;BHS;America;4800000.0
1959;2022-01-01;7;84;Bangladesh;BGD;Asia;100000.0
1960;2022-01-01;220;1145;Barbados;BRB;America;2600000.0
1961;2022-01-01;979;2789;Barein;BHR;Asia;1600000.0
1962;2022-01-01;828;6145;Bélgica;BEL;Europe;206600000.0
1963;2022-01-01;0;0;Belice;BLZ;America;1400000.0
1964;2022-01-01;0;0;Benin;BEN;Africa;2300000.0
1965;2022-01-01;0;0;Bermudas;BMU;America;1400000.0
1966;2022-01-01;32530;49011;Bolívia;BOL;America;8800000.0
1967;2022-01-01;0;0;Bósnia-Herzegovina;BIH;Europe;12100000.0
1968;2022-01-01;2504;952;Brasil;BRA;America;359000000.0
1969;2022-01-01;5;31;Bulgária;BGR;Europe;60700000.0
1970;2022-01-01;0;0;Cabo Verde;CPV;Africa;5000000.0
1971;2022-01-01;0;0;Camarões;CMR;Africa;11200000.0
1972;2022-01-01;1183;5784;Canadá;CAN;America;508300000.0
1973;2022-01-01;0;0;Catar;QAT;;0.0
1974;2022-01-01;160;958;Cayman, Ilhas;CYM;;0.0
1975;2022-01-01;2094;7986;Chile;CHL;America;228000000.0
1976;2022-01-01;105395;404647;China;CHN;Asia;908800000.0
1977;2022-01-01;1521;4458;Chipre;CYP;Europe;15300000.0
1978;2022-01-01;0;0;Cingapura;SGP;Asia;15800000.0
1979;2022-01-01;0;0;Cingapura;SGP;Asia;15800000.0
1980;2022-01-01;26;60;Cocos (Keeling), Ilhas;CCK;;0.0
1981;2022-01-01;8217;14068;Colômbia;COL;America;29600000.0
1982;2022-01-01;0;0;Comores;COM;Africa;300000.0
1983;2022-01-01;0;0;Congo;COG;Africa;2200000.0
1984;2022-01-01;77;257;Coreia, Republica Sul;KOR;Asia;74000000.0
1985;2022-01-01;0;0;Costa do Marfim;CIV;Africa;58100000.0
1986;2022-01-01;0;0;Costa Rica;CRI;America;13800000.0
1987;2022-01-01;34;484;Croácia;HRV;Europe;96100000.0
1988;2022-01-01;16;6;Cuba;CUB;America;16100000.0
1989;2022-01-01;40673;66950;Curaçao;CUW;;0.0
1990;2022-01-01;2;6;Dinamarca;DNK;Europe;152700000.0
1991;2022-01-01;1485;2223;Dominica;DMA;America;100000.0
1992;2022-01-01;0;0;El Salvador;SLV;America;2600000.0
1993;2022-01-01;4781;85465;Emirados Arabes Unidos;ARE;;0.0
1994;2022-01-01;135;210;Equador;ECU;America;13900000.0
1995;2022-01-01;0;0;Eslovaca, Republica;SVK;Europe;64600000.0
1996;2022-01-01;0;0;Espanha;ESP;Europe;963600000.0
1997;2022-01-01;220373;447893;Estados Unidos;USA;America;3434400000.0
1998;2022-01-01;0;0;Estônia;EST;Europe;28800000.0
1999;2022-01-01;375;790;Filipinas;PHL;Asia;20900000.0
2000;2022-01-01;0;0;Finlândia;FIN;Europe;21800000.0
2001;2022-01-01;5694;25008;França;FRA;Europe;2502800000.0
2002;2022-01-01;35949;49304;Gana;GHA;Africa;8100000.0
2003;2022-01-01;0;0;Gibraltar;GIB;;0.0
2004;2022-01-01;5610;7914;Granada;GRD;America;5400000.0
2005;2022-01-01;920;2426;Grécia;GRC;Europe;213900000.0
2006;2022-01-01;1283;5350;Guatemala;GTM;;0.0
2007;2022-01-01;2064;5823;Guiana;GUY;America;300000.0
2008;2022-01-01;22;18;Guiana Francesa;GUF;America;200000.0
2009;2022-01-01;0;0;Guine Bissau;GNB;Africa;11400000.0
2010;2022-01-01;0;0;Guine Equatorial;GNQ;;0.0
2011;2022-01-01;553503;741014;Haiti;HTI;America;1800000.0
2012;2022-01-01;0;0;Honduras;HND;America;2000000.0
2013;2022-01-01;9371;38218;Hong Kong;HKG;Asia;27700000.0
2014;2022-01-01;0;0;Hungria;HUN;Europe;165700000.0
2015;2022-01-01;165;641;Ilha de Man;IMN;;0.0
2016;2022-01-01;0;0;Ilhas Virgens;VIR;;0.0
2017;2022-01-01;247;1021;India;IND;Asia;24200000.0
2018;2022-01-01;0;0;Indonésia;IDN;Asia;2500000.0
2019;2022-01-01;47;90;Irã;IRN;Asia;0.0
2020;2022-01-01;0;0;Iraque;IRQ;Asia;1000000.0
2021;2022-01-01;0;0;Irlanda;IRL;Europe;76300000.0
2022;2022-01-01;1129;6151;Itália;ITA;Europe;2235200000.0
2023;2022-01-01;0;0;Jamaica;JAM;America;4500000.0
2024;2022-01-01;37324;82208;Japão;JPN;Asia;316600000.0
2025;2022-01-01;0;0;Jordânia;JOR;Asia;300000.0
2026;2022-01-01;0;0;Letônia;LVA;Europe;18100000.0
2027;2022-01-01;0;0;Líbano;LBN;Asia;5000000.0
2028;2022-01-01;9145;34815;Libéria;LBR;Africa;800000.0
2029;2022-01-01;36;802;Luxemburgo;LUX;Europe;26400000.0
2030;2022-01-01;0;0;Macau;MAC;Asia;3600000.0
2031;2022-01-01;0;0;Malásia;MYS;Asia;23000000.0
2032;2022-01-01;0;0;Malavi;MWI;Africa;200000.0
2033;2022-01-01;3127;15587;Malta;MLT;Europe;6600000.0
2034;2022-01-01;7240;27178;Marshall, Ilhas;MHL;;0.0
2035;2022-01-01;0;0;Martinica;MTQ;America;0.0
2036;2022-01-01;0;0;Mauritânia;MRT;Africa;0.0
2037;2022-01-01;6;33;México;MEX;America;141700000.0
2038;2022-01-01;383;1927;Moçambique;MOZ;Africa;2400000.0
2039;2022-01-01;0;0;Montenegro;MNE;Europe;3700000.0
2040;2022-01-01;0;0;Namíbia;NAM;Africa;48800000.0
2041;2022-01-01;0;0;Nicarágua;NIC;America;1100000.0
2042;2022-01-01;32234;50283;Nigéria;NGA;Africa;31000000.0
2043;2022-01-01;2711;40316;Noruega;NOR;Europe;99100000.0
2044;2022-01-01;0;0;Nova Caledônia;NCL;Oceania;4400000.0
2045;2022-01-01;63;156;Nova Zelândia;NZL;Oceania;89500000.0
2046;2022-01-01;194;670;Omã;OMN;;0.0
2047;2022-01-01;7034;37240;Países Baixos;NLD;Europe;358700000.0
2048;2022-01-01;0;0;Palau;PLW;;0.0
2049;2022-01-01;11490;49392;Panamá;PAN;America;1100000.0
2050;2022-01-01;5076670;7156293;Paraguai;PRY;America;24900000.0
2051;2022-01-01;0;0;Peru;PER;America;93500000.0
2052;2022-01-01;0;0;Pitcairn;PCN;;0.0
2053;2022-01-01;0;0;Polônia;POL;Europe;139600000.0
2054;2022-01-01;0;0;Porto Rico;PRI;;0.0
2055;2022-01-01;1918;7613;Portugal;PRT;Europe;605800000.0
2056;2022-01-01;1440;2080;Quênia;KEN;Africa;8300000.0
2057;2022-01-01;18835;138154;Reino Unido;GBR;Europe;1313200000.0
2058;2022-01-01;0;0;República Dominicana;DOM;America;18500000.0
2059;2022-01-01;66046;118618;Rússia;RUS;Europe;887200000.0
2060;2022-01-01;0;0;São Cristóvão e Névis;KNA;America;200000.0
2061;2022-01-01;0;0;São Tomé e Príncipe;STP;Africa;3200000.0
2062;2022-01-01;20;51;São Vicente e Granadinas;VCT;America;300000.0
2063;2022-01-01;0;0;Senegal;SEN;Africa;6000000.0
2064;2022-01-01;8101;15182;Serra Leoa;SLE;Africa;300000.0
2065;2022-01-01;4322;15434;Singapura;SGP;Asia;15800000.0
2066;2022-01-01;4322;15434;Singapura;SGP;Asia;15800000.0
2067;2022-01-01;0;0;Suazilândia;SWZ;Africa;400000.0
2068;2022-01-01;5;18;Suécia;SWE;Europe;202200000.0
2069;2022-01-01;1584;20863;Suíça;CHE;Europe;237200000.0
2070;2022-01-01;1225;3360;Suriname;SUR;America;900000.0
2071;2022-01-01;432;1713;Tailândia;THA;Asia;1000000.0
2072;2022-01-01;25;277;Taiwan (Formosa);TWN;Asia;23300000.0
2073;2022-01-01;0;0;Tanzânia;TZA;Africa;2900000.0
2074;2022-01-01;1305;9997;Tcheca, República;CZE;Europe;223600000.0
2075;2022-01-01;17317;25608;Togo;TGO;Africa;0.0
2076;2022-01-01;0;0;Toquelau;TKL;;0.0
2077;2022-01-01;0;0;Trinidade Tobago;TTO;America;1100000.0
2078;2022-01-01;0;0;Tunísia;TUN;Africa;29800000.0
2079;2022-01-01;418;503;Turquia;TUR;Asia;82800000.0
2080;2022-01-01;0;0;Tuvalu;TUV;Oceania;0.0
2081;2022-01-01;637117;997367;Uruguai;URY;America;59100000.0
2082;2022-01-01;0;0;Vanuatu;VUT;Oceania;600000.0
2083;2022-01-01;23220;32351;Venezuela;VEN;America;2400000.0
2084;2022-01-01;130;277;Vietnã;VNM;Asia;7500000.0
2085;2023-01-01;0;0;Afeganistão;AFG;;0.0
2086;2023-01-01;117;698;África do Sul;ZAF;Africa;447900000.0
2087;2023-01-01;4806;31853;Alemanha, República Democrática;DEU;Europe;1908200000.0
2088;2023-01-01;0;0;Angola;AGO;;0.0
2089;2023-01-01;0;0;Anguilla;AIA;;0.0
2090;2023-01-01;383;1848;Antígua e Barbuda;ATG;;0.0
2091;2023-01-01;0;0;Antilhas Holandesas;ANT;;0.0
2092;2023-01-01;124;142;Arábia Saudita;SAU;;0.0
2093;2023-01-01;4545;36133;Argentina;ARG;America;775900000.0
2094;2023-01-01;0;0;Aruba;ABW;;0.0
2095;2023-01-01;2485;13565;Austrália;AUS;Oceania;540000000.0
2096;2023-01-01;0;0;Áustria;AUT;Europe;230000000.0
2097;2023-01-01;1348;7402;Bahamas;BHS;;0.0
2098;2023-01-01;0;0;Bangladesh;BGD;;0.0
2099;2023-01-01;58;303;Barbados;BRB;;0.0
2100;2023-01-01;283;1684;Barein;BHR;;0.0
2101;2023-01-01;95;683;Bélgica;BEL;Europe;183100000.0
2102;2023-01-01;0;0;Belice;BLZ;;0.0
2103;2023-01-01;0;0;Benin;BEN;;0.0
2104;2023-01-01;16;153;Bermudas;BMU;;0.0
2105;2023-01-01;21926;36950;Bolívia;BOL;;0.0
2106;2023-01-01;0;0;Bósnia-Herzegovina;BIH;;0.0
2107;2023-01-01;0;0;Brasil;BRA;America;400800000.0
2108;2023-01-01;0;0;Bulgária;BGR;;0.0
2109;2023-01-01;0;0;Cabo Verde;CPV;;0.0
2110;2023-01-01;0;0;Camarões;CMR;;0.0
2111;2023-01-01;11539;42179;Canadá;CAN;America;479600000.0
2112;2023-01-01;5;18;Catar;QAT;;0.0
2113;2023-01-01;438;2632;Cayman, Ilhas;CYM;;0.0
2114;2023-01-01;9;63;Chile;CHL;America;173000000.0
2115;2023-01-01;73917;183096;China;CHN;Asia;684500000.0
2116;2023-01-01;524;2995;Chipre;CYP;;0.0
2117;2023-01-01;0;0;Cingapura;SGP;;0.0
2118;2023-01-01;0;0;Cocos (Keeling), Ilhas;CCK;;0.0
2119;2023-01-01;450;1259;Colômbia;COL;;0.0
2120;2023-01-01;0;0;Comores;COM;;0.0
2121;2023-01-01;17100;26600;Congo;COG;;0.0
2122;2023-01-01;25;171;Coreia, Republica Sul;KOR;;0.0
2123;2023-01-01;0;0;Costa do Marfim;CIV;;0.0
2124;2023-01-01;0;0;Costa Rica;CRI;;0.0
2125;2023-01-01;0;0;Croácia;HRV;;0.0
2126;2023-01-01;0;0;Cuba;CUB;;0.0
2127;2023-01-01;25135;40807;Curaçao;CUW;;0.0
2128;2023-01-01;1734;15261;Dinamarca;DNK;Europe;143600000.0
2129;2023-01-01;0;0;Dominica;DMA;;0.0
2130;2023-01-01;0;0;El Salvador;SLV;;0.0
2131;2023-01-01;1417;6762;Emirados Arabes Unidos;ARE;;0.0
2132;2023-01-01;2790;4392;Equador;ECU;;0.0
2133;2023-01-01;0;0;Eslovaca, Republica;SVK;;0.0
2134;2023-01-01;180;4171;Espanha;ESP;Europe;979800000.0
2135;2023-01-01;229839;429091;Estados Unidos;USA;America;3331400000.0
2136;2023-01-01;0;0;Estônia;EST;;0.0
2137;2023-01-01;94;334;Filipinas;PHL;;0.0
2138;2023-01-01;5;11;Finlândia;FIN;;0.0
2139;2023-01-01;2265;14722;França;FRA;Europe;2442000000.0
2140;2023-01-01;7237;29473;Gana;GHA;;0.0
2141;2023-01-01;0;0;Gibraltar;GIB;;0.0
2142;2023-01-01;0;0;Granada;GRD;;0.0
2143;2023-01-01;1294;3214;Grécia;GRC;Europe;187000000.0
2144;2023-01-01;2053;3758;Guatemala;GTM;;0.0
2145;2023-01-01;33651;88715;Guiana;GUY;;0.0
2146;2023-01-01;0;0;Guiana Francesa;GUF;;0.0
2147;2023-01-01;0;0;Guine Bissau;GNB;;0.0
2148;2023-01-01;0;0;Guine Equatorial;GNQ;;0.0
2149;2023-01-01;559645;871661;Haiti;HTI;;0.0
2150;2023-01-01;0;0;Honduras;HND;;0.0
2151;2023-01-01;16255;71025;Hong Kong;HKG;;0.0
2152;2023-01-01;0;0;Hungria;HUN;Europe;164400000.0
2153;2023-01-01;1428;4533;Ilha de Man;IMN;;0.0
2154;2023-01-01;0;0;Ilhas Virgens;VIR;;0.0
2155;2023-01-01;60;170;India;IND;;0.0
2156;2023-01-01;9;30;Indonésia;IDN;;0.0
2157;2023-01-01;0;0;Irã;IRN;;0.0
2158;2023-01-01;0;0;Iraque;IRQ;;0.0
2159;2023-01-01;150;377;Irlanda;IRL;;0.0
2160;2023-01-01;2922;27665;Itália;ITA;Europe;2180000000.0
2161;2023-01-01;0;0;Jamaica;JAM;;0.0
2162;2023-01-01;22942;57780;Japão;JPN;Asia;323200000.0
2163;2023-01-01;0;0;Jordânia;JOR;;0.0
2164;2023-01-01;8;8;Letônia;LVA;;0.0
2165;2023-01-01;0;0;Líbano;LBN;;0.0
2166;2023-01-01;39784;42463;Libéria;LBR;;0.0
2167;2023-01-01;581;7048;Luxemburgo;LUX;Europe;24900000.0
2168;2023-01-01;7;6;Macau;MAC;;0.0
2169;2023-01-01;0;0;Malásia;MYS;;0.0
2170;2023-01-01;3660;6252;Malavi;MWI;;0.0
2171;2023-01-01;6561;24199;Malta;MLT;;0.0
2172;2023-01-01;7417;31691;Marshall, Ilhas;MHL;;0.0
2173;2023-01-01;9;31;Martinica;MTQ;;0.0
2174;2023-01-01;0;0;Mauritânia;MRT;;0.0
2175;2023-01-01;3;19;México;MEX;America;150100000.0
2176;2023-01-01;0;0;Moçambique;MOZ;;0.0
2177;2023-01-01;0;0;Montenegro;MNE;;0.0
2178;2023-01-01;0;0;Namíbia;NAM;;0.0
2179;2023-01-01;0;0;Nicarágua;NIC;;0.0
2180;2023-01-01;10800;16464;Nigéria;NGA;;0.0
2181;2023-01-01;861;4243;Noruega;NOR;;0.0
2182;2023-01-01;0;0;Nova Caledônia;NCL;;0.0
2183;2023-01-01;338;7177;Nova Zelândia;NZL;Oceania;86700000.0
2184;2023-01-01;0;0;Omã;OMN;;0.0
2185;2023-01-01;2244;4958;Países Baixos;NLD;Europe;341200000.0
2186;2023-01-01;45;143;Palau;PLW;;0.0
2187;2023-01-01;14785;68173;Panamá;PAN;;0.0
2188;2023-01-01;3780378;5517263;Paraguai;PRY;;0.0
2189;2023-01-01;47277;84282;Peru;PER;;0.0
2190;2023-01-01;11;22;Pitcairn;PCN;;0.0
2191;2023-01-01;298;590;Polônia;POL;Europe;136900000.0
2192;2023-01-01;0;0;Porto Rico;PRI;;0.0
2193;2023-01-01;13742;46311;Portugal;PRT;Europe;550000000.0
2194;2023-01-01;0;0;Quênia;KEN;;0.0
2195;2023-01-01;11326;84547;Reino Unido;GBR;Europe;1275000000.0
2196;2023-01-01;0;0;República Dominicana;DOM;;0.0
2197;2023-01-01;0;0;Rússia;RUS;Europe;864600000.0
2198;2023-01-01;16;31;São Cristóvão e Névis;KNA;;0.0
2199;2023-01-01;0;0;São Tomé e Príncipe;STP;;0.0
2200;2023-01-01;39;139;São Vicente e Granadinas;VCT;;0.0
2201;2023-01-01;0;0;Senegal;SEN;;0.0
2202;2023-01-01;23200;38548;Serra Leoa;SLE;;0.0
2203;2023-01-01;3941;19781;Singapura;SGP;;0.0
2204;2023-01-01;0;0;Suazilândia;SWZ;;0.0
2205;2023-01-01;0;0;Suécia;SWE;Europe;197500000.0
2206;2023-01-01;2500;28763;Suíça;CHE;Europe;234700000.0
2207;2023-01-01;3105;5235;Suriname;SUR;;0.0
2208;2023-01-01;189;1387;Tailândia;THA;;0.0
2209;2023-01-01;4208;19998;Taiwan (Formosa);TWN;;0.0
2210;2023-01-01;0;0;Tanzânia;TZA;;0.0
2211;2023-01-01;405;3348;Tcheca, República;CZE;Europe;215400000.0
2212;2023-01-01;14550;25235;Togo;TGO;;0.0
2213;2023-01-01;3;10;Toquelau;TKL;;0.0
2214;2023-01-01;0;0;Trinidade Tobago;TTO;;0.0
2215;2023-01-01;0;0;Tunísia;TUN;;0.0
2216;2023-01-01;28104;95421;Turquia;TUR;;0.0
2217;2023-01-01;0;0;Tuvalu;TUV;;0.0
2218;2023-01-01;326093;454271;Uruguai;URY;America;39400000.0
2219;2023-01-01;0;0;Vanuatu;VUT;;0.0
2220;2023-01-01;141030;220512;Venezuela;VEN;;0.0
2221;2023-01-01;72;128;Vietnã;VNM;;0.0
